topic,regression_label_binary,standard,structure,concept,conclusion_standard,conclusion_structure,conclusion_concept,summary_standard,summary_structure,summary_concept,sentence_1_len,sentence_2_len,combined_len,bin
Genetic diagnosis,0,0.12,0.107,0.36,0.133,0.143,0.222,0.269,0.282,0.462,103,145,248,200-250
Genetic diagnosis,0,0.282,0.188,0.338,0.042,0.057,0.042,0.083,0.083,0.083,196,148,344,300-400
Genetic diagnosis,1,0.145,0.121,0.218,0.082,0.195,0.082,0.128,0.128,0.213,84,108,192,100-200
Genetic diagnosis,0,0.133,0.104,0.267,0.189,0.201,0.189,0.205,0.256,0.41,115,172,287,250-300
Genetic diagnosis,0,0.222,0.176,0.444,0.067,0.092,0.067,0.24,0.173,0.4,108,173,281,250-300
Genetic diagnosis,1,0.259,0.185,0.519,0.103,0.195,0.256,0.233,0.171,0.419,97,146,243,200-250
Genetic diagnosis,0,0.091,0.101,0.242,0.219,0.194,0.344,0.174,0.145,0.261,200,122,322,300-400
Genetic diagnosis,0,0.242,0.232,0.364,0.167,0.167,0.167,0.238,0.175,0.429,103,138,241,200-250
Genetic diagnosis,1,0.276,0.23,0.414,0.151,0.2,0.226,0.333,0.278,0.5,114,145,259,250-300
Genetic diagnosis,0,0.151,0.113,0.075,0.169,0.14,0.136,0.138,0.069,0.138,116,98,214,200-250
Genetic diagnosis,0,0.183,0.122,0.294,0.108,0.137,0.108,0.231,0.205,0.423,164,172,336,300-400
Genetic diagnosis,1,0.121,0.121,0.242,0.167,0.2,0.278,0.13,0.145,0.217,123,156,279,250-300
Genetic diagnosis,0,0.169,0.169,0.136,0.129,0.129,0.129,0.171,0.114,0.114,126,173,299,250-300
Genetic diagnosis,1,0.29,0.247,0.484,0.222,0.239,0.311,0.345,0.195,0.552,97,150,247,200-250
Genetic diagnosis,0,0.213,0.17,0.17,0.062,0.135,0.094,0.157,0.157,0.157,96,97,193,100-200
Genetic diagnosis,1,0.241,0.161,0.414,0.195,0.207,0.293,0.32,0.253,0.48,97,152,249,200-250
Genetic diagnosis,0,0.289,0.209,0.41,0.278,0.257,0.5,0.286,0.243,0.476,150,164,314,300-400
Genetic diagnosis,0,0.161,0.161,0.258,0.136,0.154,0.136,0.095,0.143,0.19,121,148,269,250-300
Genetic diagnosis,1,0.141,0.113,0.141,0.105,0.143,0.105,0.157,0.17,0.275,114,176,290,250-300
Genetic diagnosis,0,0.23,0.186,0.361,0.078,0.149,0.118,0.279,0.217,0.465,108,145,253,250-300
Genetic diagnosis,0,0.174,0.213,0.319,0.169,0.183,0.271,0.346,0.295,0.5,145,148,293,250-300
Genetic diagnosis,1,0.31,0.253,0.448,0.146,0.269,0.146,0.265,0.206,0.471,135,146,281,250-300
Genetic diagnosis,1,0.222,0.167,0.444,0.286,0.267,0.4,0.217,0.188,0.478,121,164,285,250-300
Genetic diagnosis,0,0.185,0.133,0.308,0.279,0.225,0.372,0.08,0.093,0.2,139,174,313,300-400
Genetic diagnosis,1,0.16,0.113,0.22,0.259,0.266,0.333,0.4,0.324,0.629,125,172,297,250-300
Genetic diagnosis,0,0.185,0.164,0.215,0.162,0.182,0.162,0.311,0.252,0.489,159,139,298,250-300
Genetic diagnosis,0,0.147,0.147,0.147,0.4,0.305,0.72,0.108,0.108,0.108,145,174,319,300-400
Genetic diagnosis,0,0.189,0.171,0.216,0.217,0.224,0.304,0.164,0.142,0.262,145,173,318,300-400
Genetic diagnosis,1,0.255,0.17,0.511,0.211,0.242,0.158,0.157,0.118,0.314,103,139,242,200-250
Genetic diagnosis,0,0.13,0.101,0.239,0.227,0.21,0.273,0.133,0.178,0.311,135,172,307,300-400
Genetic diagnosis,0,0.225,0.235,0.31,0.098,0.141,0.098,0.167,0.111,0.167,125,173,298,250-300
Genetic diagnosis,0,0.122,0.106,0.171,0.19,0.194,0.444,0.057,0.057,0.057,200,151,351,300-400
Genetic diagnosis,0,0.278,0.222,0.5,0.125,0.17,0.125,0.25,0.194,0.417,96,103,199,100-200
Genetic diagnosis,0,0.164,0.146,0.219,0.213,0.218,0.426,0.093,0.093,0.093,185,177,362,300-400
Genetic diagnosis,1,0.233,0.211,0.433,0.182,0.251,0.182,0.296,0.235,0.407,114,125,239,200-250
Genetic diagnosis,0,0.197,0.219,0.393,0.154,0.199,0.154,0.321,0.202,0.429,84,147,231,200-250
Genetic diagnosis,0,0.225,0.188,0.338,0.182,0.221,0.136,0.19,0.127,0.381,108,174,282,250-300
Genetic diagnosis,0,0.185,0.16,0.259,0.105,0.19,0.07,0.087,0.13,0.13,108,97,205,200-250
Genetic diagnosis,0,0.282,0.225,0.394,0.167,0.167,0.167,0.154,0.154,0.103,196,173,369,300-400
Genetic diagnosis,0,0.192,0.219,0.274,0.2,0.228,0.4,0.305,0.282,0.373,150,148,298,250-300
Genetic diagnosis,1,0.188,0.125,0.329,0.387,0.307,0.645,0.151,0.151,0.226,142,164,306,300-400
Genetic diagnosis,0,0.185,0.185,0.259,0.327,0.306,0.473,0.125,0.167,0.125,84,156,240,200-250
Genetic diagnosis,0,0.247,0.181,0.42,0.222,0.173,0.37,0.197,0.142,0.295,200,173,373,300-400
Genetic diagnosis,0,0.233,0.189,0.367,0.196,0.184,0.275,0.062,0.062,0.062,115,174,289,250-300
Genetic diagnosis,0,0.271,0.215,0.441,0.051,0.131,0.103,0.261,0.232,0.348,127,167,294,250-300
Genetic diagnosis,0,0.195,0.163,0.415,0.145,0.168,0.145,0.246,0.199,0.351,185,159,344,300-400
Genetic diagnosis,0,0.175,0.152,0.246,0.208,0.201,0.25,0.097,0.108,0.194,108,146,254,250-300
Genetic diagnosis,0,0.17,0.128,0.17,0.133,0.15,0.133,0.186,0.186,0.186,102,108,210,200-250
Genetic diagnosis,0,0.195,0.195,0.341,0.182,0.208,0.182,0.197,0.142,0.295,108,164,272,250-300
Genetic diagnosis,0,0.231,0.231,0.269,1.0,0.684,1.947,0.162,0.162,0.162,126,135,261,250-300
Genetic diagnosis,0,0.318,0.258,0.5,0.143,0.193,0.143,0.213,0.184,0.468,96,114,210,200-250
Genetic diagnosis,0,0.172,0.149,0.345,0.122,0.203,0.082,0.162,0.09,0.378,114,174,288,250-300
Genetic diagnosis,1,0.167,0.144,0.267,0.211,0.185,0.158,0.222,0.148,0.267,127,152,279,250-300
Genetic diagnosis,1,0.286,0.222,0.54,0.263,0.239,0.368,0.286,0.21,0.514,108,196,304,300-400
Genetic diagnosis,0,0.164,0.164,0.131,0.174,0.174,0.13,0.182,0.136,0.182,113,110,223,200-250
Genetic diagnosis,1,0.296,0.214,0.519,0.111,0.151,0.111,0.24,0.147,0.48,152,176,328,300-400
Genetic diagnosis,1,0.259,0.21,0.407,0.286,0.29,0.449,0.214,0.143,0.357,126,146,272,250-300
Genetic diagnosis,1,0.101,0.148,0.121,0.098,0.15,0.131,0.167,0.167,0.167,172,148,320,300-400
Genetic diagnosis,0,0.131,0.109,0.262,0.2,0.156,0.333,0.13,0.13,0.217,103,164,267,250-300
Genetic diagnosis,0,0.213,0.169,0.24,0.255,0.238,0.4,0.102,0.088,0.224,142,148,290,250-300
Genetic diagnosis,0,0.257,0.181,0.371,0.217,0.217,0.261,0.264,0.239,0.34,108,167,275,250-300
Genetic diagnosis,0,0.082,0.103,0.082,1.0,0.707,1.88,0.227,0.227,0.227,167,172,339,300-400
Genetic diagnosis,0,0.179,0.162,0.282,0.078,0.119,0.078,0.261,0.222,0.348,166,173,339,300-400
Genetic diagnosis,0,0.185,0.113,0.277,0.103,0.102,0.103,0.115,0.09,0.154,122,159,281,250-300
Genetic diagnosis,0,0.143,0.143,0.238,0.087,0.161,0.13,0.121,0.182,0.242,103,115,218,200-250
Genetic diagnosis,0,0.235,0.17,0.275,0.186,0.19,0.279,0.158,0.123,0.263,108,97,205,200-250
Genetic diagnosis,0,0.164,0.146,0.329,0.254,0.18,0.444,0.157,0.17,0.235,185,122,307,300-400
Genetic diagnosis,0,0.167,0.144,0.233,0.087,0.129,0.174,0.136,0.147,0.203,116,147,263,250-300
Genetic diagnosis,0,0.232,0.213,0.377,0.158,0.137,0.263,0.227,0.242,0.455,145,173,318,300-400
Genetic diagnosis,0,0.197,0.141,0.451,0.308,0.269,0.462,0.136,0.136,0.318,127,164,291,250-300
Genetic diagnosis,1,0.389,0.343,0.694,0.235,0.252,0.431,0.333,0.235,0.63,145,150,295,250-300
Genetic diagnosis,0,0.115,0.154,0.231,0.115,0.154,0.115,0.146,0.146,0.146,84,152,236,200-250
Genetic diagnosis,0,0.088,0.073,0.132,0.167,0.188,0.167,0.294,0.255,0.412,121,172,293,250-300
Genetic diagnosis,1,0.13,0.13,0.217,0.2,0.245,0.2,0.154,0.154,0.308,103,146,249,200-250
Genetic diagnosis,0,0.075,0.151,0.151,0.244,0.194,0.341,0.09,0.119,0.09,95,108,203,200-250
Genetic diagnosis,0,0.203,0.181,0.237,0.25,0.281,0.45,0.222,0.222,0.222,145,177,322,300-400
Genetic diagnosis,0,0.16,0.16,0.4,0.258,0.252,0.387,0.231,0.205,0.308,135,176,311,300-400
Genetic diagnosis,0,0.136,0.136,0.102,0.429,0.337,0.786,0.311,0.133,0.4,145,122,267,250-300
Genetic diagnosis,0,0.2,0.107,0.34,0.108,0.132,0.108,0.158,0.123,0.263,196,172,368,300-400
Genetic diagnosis,0,0.222,0.159,0.286,0.25,0.245,0.375,0.174,0.188,0.304,135,173,308,300-400
Genetic diagnosis,1,0.216,0.207,0.324,0.145,0.222,0.182,0.197,0.153,0.328,152,156,308,300-400
Genetic diagnosis,1,0.148,0.148,0.296,0.05,0.11,0.05,0.167,0.167,0.222,84,196,280,250-300
Genetic diagnosis,1,0.2,0.167,0.35,0.136,0.147,0.227,0.179,0.155,0.321,103,114,217,200-250
Genetic diagnosis,0,0.197,0.153,0.295,0.154,0.154,0.308,0.303,0.222,0.545,127,173,300,250-300
Genetic diagnosis,0,0.171,0.171,0.171,0.037,0.064,0.037,0.14,0.14,0.14,67,124,191,100-200
Genetic diagnosis,1,0.089,0.107,0.196,0.213,0.227,0.298,0.154,0.064,0.308,103,156,259,250-300
Genetic diagnosis,0,0.187,0.135,0.281,1.0,0.684,1.947,0.114,0.114,0.171,126,142,268,250-300
Genetic diagnosis,0,0.083,0.111,0.083,0.246,0.279,0.4,0.114,0.114,0.114,122,151,273,250-300
Geoengineering,1,0.203,0.186,0.354,0.103,0.178,0.103,0.19,0.159,0.286,170,178,348,300-400
Geoengineering,0,0.169,0.124,0.305,0.128,0.253,0.128,0.167,0.181,0.292,124,149,273,250-300
Geoengineering,0,0.154,0.137,0.205,0.182,0.15,0.136,0.209,0.139,0.328,151,174,325,300-400
Geoengineering,1,0.123,0.123,0.215,0.222,0.125,0.222,0.2,0.173,0.28,114,181,295,250-300
Geoengineering,0,0.118,0.157,0.206,0.148,0.131,0.148,0.103,0.103,0.103,107,157,264,250-300
Geoengineering,0,0.215,0.174,0.338,0.182,0.195,0.409,0.175,0.152,0.246,112,146,258,250-300
Geoengineering,1,0.162,0.144,0.297,0.222,0.206,0.333,0.085,0.17,0.17,155,170,325,300-400
Geoengineering,0,0.083,0.083,0.083,0.17,0.164,0.255,0.25,0.208,0.375,105,150,255,250-300
Geoengineering,0,0.226,0.172,0.387,0.185,0.239,0.148,0.292,0.222,0.375,121,139,260,250-300
Geoengineering,0,0.14,0.147,0.279,0.205,0.239,0.462,0.2,0.144,0.3,179,169,348,300-400
Geoengineering,0,0.13,0.113,0.182,0.217,0.264,0.13,0.149,0.09,0.149,139,179,318,300-400
Geoengineering,1,0.321,0.226,0.607,0.178,0.177,0.356,0.28,0.227,0.52,124,151,275,250-300
Geoengineering,1,0.257,0.21,0.371,0.145,0.153,0.182,0.113,0.088,0.189,135,173,308,300-400
Geoengineering,1,0.121,0.121,0.152,0.141,0.116,0.113,0.14,0.186,0.186,164,159,323,300-400
Geoengineering,1,0.145,0.155,0.232,0.133,0.096,0.267,0.235,0.209,0.275,159,166,325,300-400
Geoengineering,0,0.082,0.122,0.122,0.098,0.162,0.098,0.129,0.129,0.129,87,105,192,100-200
Geoengineering,1,0.212,0.149,0.4,0.178,0.243,0.178,0.145,0.158,0.218,170,173,343,300-400
Geoengineering,0,0.247,0.219,0.466,0.093,0.114,0.14,0.293,0.203,0.488,139,175,314,300-400
Geoengineering,1,0.2,0.21,0.286,0.063,0.086,0.063,0.105,0.14,0.14,159,179,338,300-400
Geoengineering,0,0.136,0.136,0.091,0.31,0.243,0.586,0.118,0.176,0.176,88,116,204,200-250
Geoengineering,1,0.237,0.193,0.395,0.1,0.197,0.15,0.219,0.198,0.281,173,178,351,300-400
Geoengineering,0,0.216,0.198,0.243,0.222,0.225,0.254,0.222,0.18,0.349,162,175,337,300-400
Geoengineering,1,0.254,0.19,0.476,0.175,0.17,0.351,0.359,0.205,0.615,88,166,254,250-300
Geoengineering,1,0.151,0.164,0.264,0.08,0.117,0.08,0.211,0.228,0.316,88,154,242,200-250
Geoengineering,1,0.161,0.108,0.194,0.091,0.149,0.136,0.13,0.13,0.13,139,135,274,250-300
Geoengineering,0,0.169,0.136,0.203,0.174,0.197,0.13,0.219,0.198,0.25,101,128,229,200-250
Geoengineering,0,0.222,0.176,0.417,0.211,0.206,0.316,0.246,0.222,0.456,112,202,314,300-400
Geoengineering,1,0.23,0.188,0.51,0.157,0.185,0.118,0.2,0.167,0.3,170,179,349,300-400
Geoengineering,0,0.2,0.16,0.24,0.196,0.221,0.275,0.136,0.136,0.136,88,121,209,200-250
Geoengineering,1,0.282,0.197,0.507,0.28,0.273,0.44,0.222,0.21,0.407,115,170,285,250-300
Geoengineering,1,0.222,0.201,0.317,0.167,0.197,0.125,0.167,0.139,0.333,123,173,296,250-300
Geoengineering,0,0.177,0.236,0.329,0.122,0.157,0.122,0.302,0.239,0.264,157,149,306,300-400
Geoengineering,1,0.269,0.229,0.418,0.256,0.246,0.359,0.235,0.209,0.314,139,159,298,250-300
Geoengineering,0,0.158,0.105,0.237,0.083,0.207,0.167,0.167,0.139,0.194,131,179,310,300-400
Geoengineering,0,0.22,0.22,0.463,0.136,0.17,0.136,0.295,0.186,0.59,179,169,348,300-400
Geoengineering,0,0.107,0.071,0.071,0.174,0.197,0.174,0.074,0.111,0.074,113,135,248,200-250
Geoengineering,1,0.241,0.195,0.379,0.083,0.118,0.083,0.3,0.233,0.5,107,178,285,250-300
Geoengineering,1,0.207,0.195,0.345,0.273,0.268,0.303,0.412,0.294,0.765,123,181,304,300-400
Geoengineering,1,0.656,0.448,1.281,0.157,0.152,0.157,0.538,0.385,1.0,130,135,265,250-300
Geoengineering,0,0.2,0.181,0.314,0.218,0.232,0.327,0.107,0.107,0.143,162,131,293,250-300
Geoengineering,0,0.184,0.114,0.211,0.426,0.314,0.851,0.103,0.103,0.138,131,190,321,300-400
Geoengineering,1,0.149,0.139,0.358,0.057,0.104,0.057,0.296,0.247,0.593,124,169,293,250-300
Geoengineering,1,0.267,0.244,0.4,0.143,0.181,0.143,0.311,0.237,0.578,124,178,302,300-400
Geoengineering,0,0.157,0.157,0.118,0.23,0.182,0.393,0.105,0.105,0.105,88,135,223,200-250
Geoengineering,0,0.264,0.198,0.352,0.167,0.183,0.111,0.232,0.174,0.406,202,174,376,300-400
Geoengineering,0,0.173,0.181,0.346,0.154,0.21,0.192,0.273,0.288,0.409,170,179,349,300-400
Geoengineering,1,0.127,0.127,0.159,0.192,0.208,0.231,0.14,0.105,0.105,88,173,261,250-300
Geoengineering,1,0.226,0.183,0.419,0.077,0.119,0.077,0.213,0.184,0.298,135,159,294,250-300
Geoengineering,0,0.128,0.128,0.128,0.067,0.095,0.067,0.167,0.13,0.278,93,132,225,200-250
Geoengineering,0,0.225,0.167,0.35,0.667,0.477,1.282,0.138,0.115,0.241,131,202,333,300-400
Geoengineering,0,0.176,0.137,0.294,0.163,0.2,0.163,0.192,0.141,0.346,90,145,235,200-250
Geoengineering,0,0.174,0.174,0.116,0.19,0.219,0.19,0.17,0.17,0.17,112,166,278,250-300
Geoengineering,1,0.152,0.101,0.182,0.127,0.167,0.095,0.12,0.12,0.08,98,175,273,250-300
Geoengineering,0,0.173,0.173,0.272,0.095,0.228,0.143,0.2,0.167,0.3,164,198,362,300-400
Geoengineering,0,0.213,0.178,0.4,0.146,0.205,0.293,0.241,0.23,0.414,179,173,352,300-400
Geoengineering,0,0.182,0.192,0.303,0.12,0.21,0.2,0.237,0.226,0.441,110,175,285,250-300
Geoengineering,0,0.133,0.16,0.187,0.25,0.283,0.333,0.157,0.17,0.275,190,184,374,300-400
Geoengineering,1,0.226,0.215,0.419,0.088,0.132,0.088,0.2,0.173,0.32,114,159,273,250-300
Geoengineering,1,0.188,0.125,0.375,0.148,0.184,0.148,0.133,0.104,0.222,107,173,280,250-300
Geoengineering,0,0.125,0.125,0.125,0.087,0.104,0.087,0.103,0.138,0.103,162,155,317,300-400
Geoengineering,0,0.141,0.141,0.225,0.082,0.109,0.122,0.13,0.188,0.261,116,157,273,250-300
Geoengineering,1,0.261,0.213,0.261,0.029,0.1,0.087,0.441,0.373,0.61,131,159,290,250-300
Geoengineering,0,0.167,0.13,0.25,0.154,0.234,0.192,0.111,0.086,0.185,132,179,311,300-400
Geoengineering,0,0.091,0.152,0.152,0.27,0.262,0.378,0.103,0.138,0.138,131,155,286,250-300
Geoengineering,0,0.16,0.133,0.187,0.194,0.207,0.387,0.286,0.19,0.5,175,184,359,300-400
Geoengineering,1,0.32,0.284,0.4,0.235,0.212,0.353,0.286,0.231,0.449,144,181,325,300-400
Geoengineering,0,0.169,0.137,0.289,0.093,0.158,0.093,0.222,0.157,0.333,131,174,305,300-400
Geoengineering,1,0.197,0.164,0.492,0.118,0.087,0.118,0.157,0.105,0.392,132,139,271,250-300
Geoengineering,0,0.222,0.214,0.321,0.077,0.127,0.077,0.264,0.214,0.415,131,156,287,250-300
Geoengineering,0,0.184,0.202,0.342,0.159,0.19,0.127,0.216,0.216,0.162,166,184,350,300-400
Geoengineering,0,0.29,0.215,0.452,0.136,0.156,0.136,0.286,0.15,0.408,132,139,271,250-300
Geoengineering,0,0.189,0.162,0.297,0.043,0.144,0.128,0.207,0.184,0.276,179,179,358,300-400
Geoengineering,0,0.197,0.178,0.254,0.125,0.116,0.125,0.143,0.143,0.095,179,179,358,300-400
Geoengineering,1,0.125,0.104,0.25,0.122,0.163,0.082,0.115,0.09,0.192,132,181,313,300-400
Geoengineering,0,0.115,0.128,0.231,0.158,0.186,0.158,0.136,0.136,0.227,61,160,221,200-250
Geoengineering,1,0.185,0.16,0.296,0.175,0.144,0.316,0.167,0.13,0.278,114,128,242,200-250
Geoengineering,0,0.2,0.162,0.314,0.091,0.158,0.136,0.118,0.118,0.118,124,157,281,250-300
Geoengineering,1,0.2,0.162,0.314,0.125,0.18,0.156,0.244,0.244,0.439,135,166,301,300-400
Geoengineering,1,0.185,0.16,0.37,0.146,0.188,0.146,0.222,0.16,0.333,110,121,231,200-250
Geoengineering,1,0.179,0.155,0.286,0.164,0.196,0.262,0.263,0.175,0.368,88,139,227,200-250
Geoengineering,1,0.143,0.143,0.286,0.138,0.164,0.138,0.089,0.089,0.089,139,179,318,300-400
Geoengineering,0,0.107,0.143,0.143,0.281,0.257,0.456,0.143,0.143,0.095,88,162,250,200-250
Geoengineering,1,0.145,0.126,0.232,0.207,0.182,0.368,0.222,0.18,0.381,159,181,340,300-400
Geoengineering,1,0.114,0.095,0.2,0.207,0.281,0.207,0.087,0.043,0.13,98,202,300,250-300
Geoengineering,0,0.119,0.1,0.179,0.091,0.153,0.136,0.114,0.114,0.114,139,162,301,300-400
Geoengineering,0,0.16,0.16,0.16,0.162,0.173,0.162,0.24,0.12,0.12,108,122,230,200-250
Geoengineering,0,0.228,0.211,0.304,0.105,0.155,0.105,0.24,0.169,0.427,144,179,323,300-400
Geoengineering,1,0.229,0.162,0.343,0.189,0.185,0.264,0.105,0.082,0.175,114,173,287,250-300
Geoengineering,1,0.156,0.167,0.219,0.146,0.155,0.146,0.151,0.126,0.226,132,166,298,250-300
Geoengineering,0,0.188,0.18,0.282,0.222,0.256,0.222,0.2,0.173,0.36,166,179,345,300-400
Geoengineering,1,0.188,0.167,0.281,0.222,0.21,0.333,0.264,0.239,0.302,139,151,290,250-300
Geoengineering,0,0.175,0.14,0.14,0.214,0.194,0.25,0.176,0.176,0.176,88,184,272,250-300
Geoengineering,1,0.145,0.155,0.203,0.2,0.252,0.28,0.042,0.083,0.083,132,173,305,300-400
Geoengineering,0,0.152,0.16,0.253,0.157,0.131,0.157,0.17,0.184,0.298,179,157,336,300-400
Geoengineering,1,0.312,0.225,0.442,0.133,0.219,0.167,0.222,0.127,0.349,179,179,358,300-400
Geoengineering,0,0.208,0.181,0.333,0.23,0.247,0.361,0.167,0.167,0.167,128,120,248,200-250
Geoengineering,0,0.129,0.14,0.29,0.203,0.197,0.203,0.207,0.126,0.31,132,149,281,250-300
Geoengineering,0,0.125,0.125,0.125,0.314,0.297,0.471,0.245,0.163,0.49,72,115,187,100-200
Geoengineering,1,0.176,0.147,0.206,0.062,0.104,0.094,0.326,0.264,0.512,159,184,343,300-400
Geoengineering,0,0.286,0.229,0.514,0.182,0.154,0.327,0.25,0.167,0.464,139,131,270,250-300
Geoengineering,1,0.171,0.152,0.2,0.196,0.166,0.353,0.128,0.142,0.213,164,146,310,300-400
Geoengineering,1,0.136,0.113,0.203,0.157,0.214,0.235,0.077,0.077,0.115,132,151,283,250-300
Geoengineering,0,0.097,0.129,0.129,0.233,0.224,0.433,0.12,0.12,0.12,88,175,263,250-300
Geoengineering,1,0.139,0.111,0.111,0.103,0.075,0.051,0.164,0.164,0.164,139,144,283,250-300
Geoengineering,1,0.218,0.203,0.356,0.151,0.174,0.151,0.185,0.103,0.246,175,174,349,300-400
Geoengineering,0,0.069,0.103,0.103,0.135,0.162,0.216,0.054,0.054,0.054,116,181,297,250-300
Geoengineering,0,0.328,0.284,0.459,0.133,0.213,0.267,0.133,0.178,0.178,94,116,210,200-250
Geoengineering,0,0.147,0.147,0.088,0.115,0.159,0.192,0.118,0.157,0.157,88,162,250,200-250
Geoengineering,0,0.198,0.165,0.346,0.154,0.164,0.154,0.179,0.139,0.299,139,174,313,300-400
Geoengineering,1,0.145,0.155,0.203,0.151,0.148,0.226,0.291,0.23,0.364,139,181,320,300-400
Geoengineering,1,0.111,0.139,0.139,0.247,0.233,0.356,0.129,0.097,0.129,144,159,303,300-400
Geoengineering,1,0.152,0.131,0.212,0.146,0.186,0.146,0.041,0.082,0.082,123,202,325,300-400
Geoengineering,1,0.243,0.162,0.378,0.205,0.246,0.359,0.167,0.167,0.167,159,166,325,300-400
Geoengineering,0,0.16,0.107,0.133,0.102,0.16,0.102,0.151,0.151,0.151,135,162,297,250-300
Geoengineering,1,0.286,0.202,0.5,0.271,0.215,0.373,0.176,0.176,0.294,137,116,253,250-300
Geoengineering,0,0.227,0.152,0.364,0.17,0.191,0.34,0.154,0.12,0.256,96,159,255,250-300
Geoengineering,0,0.267,0.213,0.427,0.145,0.17,0.073,0.148,0.148,0.111,139,173,312,300-400
Geoengineering,1,0.239,0.229,0.418,0.254,0.251,0.317,0.359,0.256,0.667,137,179,316,300-400
Geoengineering,1,0.212,0.192,0.333,0.14,0.137,0.246,0.245,0.218,0.408,114,179,293,250-300
Geoengineering,0,0.137,0.146,0.219,0.182,0.206,0.145,0.364,0.23,0.655,114,179,293,250-300
Geoengineering,0,0.167,0.183,0.25,0.15,0.165,0.15,0.141,0.141,0.113,115,139,254,250-300
Geoengineering,0,0.113,0.15,0.254,0.167,0.211,0.167,0.037,0.074,0.037,114,169,283,250-300
Geoengineering,1,0.167,0.111,0.233,0.08,0.127,0.08,0.148,0.123,0.259,110,162,272,250-300
Geoengineering,1,0.127,0.106,0.19,0.208,0.212,0.26,0.085,0.085,0.085,159,155,314,300-400
Geoengineering,0,0.222,0.148,0.379,0.196,0.161,0.353,0.107,0.072,0.214,95,134,229,200-250
Geoengineering,1,0.281,0.219,0.438,0.229,0.21,0.343,0.444,0.37,0.667,151,159,310,300-400
Geoengineering,0,0.22,0.187,0.341,0.163,0.233,0.163,0.16,0.2,0.12,139,198,337,300-400
Geoengineering,0,0.16,0.16,0.107,0.286,0.3,0.286,0.075,0.113,0.151,112,174,286,250-300
Geoengineering,0,0.215,0.154,0.185,0.255,0.198,0.473,0.231,0.141,0.385,135,131,266,250-300
Gmo,1,0.27,0.252,0.568,0.208,0.198,0.292,0.259,0.185,0.556,115,143,258,250-300
Gmo,1,0.154,0.145,0.256,0.24,0.242,0.32,0.102,0.136,0.237,151,192,343,300-400
Gmo,0,0.271,0.192,0.441,0.25,0.277,0.25,0.3,0.256,0.5,123,115,238,200-250
Gmo,0,0.232,0.193,0.377,0.154,0.144,0.231,0.105,0.158,0.158,139,154,293,250-300
Gmo,0,0.214,0.19,0.286,0.174,0.192,0.232,0.419,0.326,0.698,116,154,270,250-300
Gmo,1,0.196,0.17,0.353,0.105,0.228,0.211,0.2,0.16,0.36,110,139,249,200-250
Gmo,0,0.278,0.194,0.472,0.089,0.127,0.089,0.222,0.173,0.37,143,163,306,300-400
Gmo,0,0.247,0.183,0.356,0.14,0.158,0.14,0.31,0.264,0.448,115,158,273,250-300
Gmo,0,0.15,0.1,0.15,0.111,0.189,0.111,0.108,0.108,0.162,79,127,206,200-250
Gmo,0,0.188,0.198,0.344,0.118,0.146,0.118,0.0,0.0,0.0,95,143,238,200-250
Gmo,1,0.176,0.176,0.294,0.213,0.201,0.298,0.226,0.201,0.377,121,143,264,250-300
Gmo,0,0.234,0.199,0.338,0.195,0.21,0.195,0.17,0.184,0.298,139,160,299,250-300
Gmo,1,0.219,0.198,0.281,0.098,0.128,0.146,0.0,0.0,0.0,117,142,259,250-300
Gmo,0,0.25,0.19,0.286,1.0,0.707,1.88,0.167,0.167,0.111,142,113,255,250-300
Gmo,1,0.218,0.17,0.4,0.103,0.168,0.154,0.192,0.141,0.385,139,115,254,250-300
Gmo,0,0.161,0.14,0.226,0.148,0.169,0.074,0.051,0.051,0.051,93,139,232,200-250
Gmo,0,0.228,0.143,0.405,0.148,0.173,0.111,0.271,0.203,0.508,151,160,311,300-400
Gmo,0,0.234,0.182,0.364,0.286,0.267,0.333,0.226,0.164,0.302,122,158,280,250-300
Gmo,0,0.038,0.038,0.077,0.133,0.173,0.178,0.039,0.078,0.039,74,144,218,200-250
Gmo,0,0.123,0.123,0.123,0.098,0.078,0.098,0.15,0.167,0.3,123,139,262,250-300
Gmo,0,0.22,0.154,0.439,0.105,0.208,0.158,0.222,0.212,0.444,139,155,294,250-300
Gmo,1,0.114,0.124,0.286,0.64,0.457,1.2,0.085,0.085,0.085,76,177,253,250-300
Gmo,1,0.222,0.173,0.37,0.154,0.218,0.192,0.255,0.206,0.4,151,155,306,300-400
Gmo,0,0.139,0.111,0.139,0.27,0.259,0.324,0.136,0.091,0.091,157,158,315,300-400
Gmo,1,0.256,0.188,0.487,0.163,0.195,0.163,0.305,0.215,0.644,140,181,321,300-400
Gmo,1,0.281,0.24,0.562,0.0,0.034,0.0,0.316,0.304,0.596,106,151,257,250-300
Gmo,0,0.293,0.187,0.427,0.098,0.141,0.098,0.196,0.157,0.196,93,181,274,250-300
Gmo,0,0.197,0.178,0.31,0.681,0.482,1.362,0.231,0.218,0.385,122,146,268,250-300
Gmo,0,0.291,0.182,0.509,0.219,0.207,0.356,0.175,0.152,0.246,101,146,247,200-250
Gmo,0,0.167,0.167,0.125,0.136,0.146,0.136,0.208,0.125,0.167,67,133,200,100-200
Gmo,0,0.19,0.169,0.222,0.041,0.135,0.082,0.145,0.121,0.218,110,123,233,200-250
Gmo,0,0.233,0.167,0.4,0.146,0.134,0.146,0.318,0.212,0.5,93,104,197,100-200
