,sentence_1,sentence_2
2989,nuclear energy is one of the most viable alternatives to oil. it is capable of supplying such massive amounts of energy,wealthy and powerful interest groups have invested a great deal of time and money into building the myth that there is â
2990,plutonium will remain toxic for thousands of years.,building new nuclear power stations would increase the most toxic high level waste five-fold.
2991,post-Soviet Russia had incidents of nuclear plant workers attempting to sell nuclear materials for this purpose. for,nuclear plants are also expensive to set up and decommission. the costs of storing radioactive waste ( effectively
2992,a nuclear power plant annually generates 20 metric tons of used nuclear fuel. classified as high-level radio,more nuclear power plants ( and nuclear waste storage shelters ) are built. the higher is the probability of
2993,nuclear is by far the safest and cleanest of all known energy forms. solar and wind have 10 or,he wants congress to pay for testing new designs for nuclear plants. tells us that â nuclear energy
2994,nuclear power is the only energy-producing industry which takes full responsibility for managing all its wastes.,low-level radioactive waste is produced at nuclear power plants. low level waste includes radiated parts and equipment
2995,industry lobbyists lobby for nuclear power.,despite ongoing quarrels over its costs and an international perception that â German angst
2996,cost less and do nât generate waste that remains dangerously radioactive for thousands of years.,the cost of building a nuclear waste dump costs USD 29 billion.
2997,electric utilities reaping economies of scale and building expertise.,analysts say alternative methods would yield much more climate-saving bang for our buck.
2998,nuclear power stations are so dangerous that no insurance company will undertake to pay the total costs of a disaster or terrorism,'the risks faced by developers [ of new nuclear plants ] are so large and variable that individually they could each
2999,technically less advanced countries with nuclear power stations increase the safety risks.,price-anderson nuclear industries indemnity act first passed in 1957 and last renewed in 2005.
3000,environmentalists continue to give nukes the stink-eye because â after 50 years we still do,spent nuclear fuel is estimated to remain dangerous for tens of thousands of years.
3001,construction of nuclear plant runs over-time and over budget.,the unresolved problem of long-term waste disposal contributes to the astronomical cost of decom
